,utc_timestamp,local_timestamp,caid,id_type,location_name,top_category,sub_category,street_address,city,state,naics_code,brands,zip_code,minimum_dwell,safegraph_place_id,geohash_5,census_block_group,placekey
737,1672531297,1672516897,0f42d52bbeada1f03e5290bef4694ed5f10dc302985b1cf7a38f3582fe55236f,aaid,home,,,,sabana llana sur,puerto rico,,,00926,113.0,home,de309,721270094001,
738,1672606907,1672592507,0f42d52bbeada1f03e5290bef4694ed5f10dc302985b1cf7a38f3582fe55236f,aaid,home,,,,sabana llana sur,puerto rico,,,00926,178.0,home,de309,721270094001,
739,1672552895,1672534895,7b22b3577f18349114a99eaf269a2846a6d9352fa13f88caf59b31db128e9c62,aaid,home,,,,olmsted falls,ohio,,,44138,33.0,home,dpmg2,390351761002,
740,1672542644,1672521044,29b0a98034273e6eb105b05a901e81822c439dddd90eb3d3fde8936e9868d366,aaid,home,,,,chicago,illinois,,,60625,5.0,home,dp3ws,170311408001,
741,1672548298,1672526698,29b0a98034273e6eb105b05a901e81822c439dddd90eb3d3fde8936e9868d366,aaid,home,,,,chicago,illinois,,,60625,167.0,home,dp3ws,170311408001,
742,1672532410,1672503610,d1789701e1c78d12e25963bcd41e428fd6c6651fcb7bbce56b26ce13def44816,aaid,home,,,,riverside,california,,,92506,855.0,home,9qh92,060650308001,
743,1672588658,1672559858,d1789701e1c78d12e25963bcd41e428fd6c6651fcb7bbce56b26ce13def44816,aaid,home,,,,riverside,california,,,92506,67.0,home,9qh92,060650308001,
744,1672605318,1672576518,d1789701e1c78d12e25963bcd41e428fd6c6651fcb7bbce56b26ce13def44816,aaid,home,,,,riverside,california,,,92506,26.0,home,9qh92,060650308001,
745,1672612519,1672583719,d1789701e1c78d12e25963bcd41e428fd6c6651fcb7bbce56b26ce13def44816,aaid,home,,,,riverside,california,,,92506,57.0,home,9qh92,060650308001,
746,1672561862,1672533062,078c152016f198510d3097fdcbdc53711b37298a7b3948d4dc8c3e959a4835fe,aaid,home,,,,upland,california,,,91786,321.0,home,9qh64,060710008184,
747,1672544960,1672526960,a2dc1c685d7be096322edaa704307bf2df9dc9b83f7643ee737e51cc6dab1184,idfa,home,,,,new york,new york,,,11214,352.0,home,dr5rh,360470274001,
